#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2328CEF5A7AD09C7-8B8D67FE2AFEB18
#datatype	hitsFull Results
#status	0
#Start time	2017-02-26T14:10:53	Run time	0:00:06:21
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#837 - >14787[]	multi-dom	227590	99	593	5.39609e-85	273.078	COG5265	ATM1	 - 	 - 	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components  [Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components [Posttranslational modification, protein turnover, chaperones].
Q#837 - >14787[]	multi-dom	227321	62	595	5.69165e-77	253.724	COG4988	CydD	 - 	 - 	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components [Energy production and conversion / Posttranslational modification, protein turnover, chaperones].
Q#837 - >14787[]	multi-dom	227320	146	596	1.70245e-63	217.968	COG4987	CydC	N	 - 	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components [Energy production and conversion / Posttranslational modification, protein turnover, chaperones].
Q#837 - >14787[]	multi-dom	226969	377	588	3.98213e-51	184.402	COG4618	ArpD	N	 - 	ABC-type protease/lipase transport system, ATPase and permease components  [Intracellular trafficking, secretion, and vesicular transport]; ABC-type protease/lipase transport system, ATPase and permease components [General function prediction only].
Q#837 - >14787[]	multi-dom	224047	360	583	3.10969e-47	164.737	COG1122	EcfA2	 - 	 - 	Energy-coupling factor transporter ATP-binding protein EcfA2 [Inorganic ion transport and metabolism, General function prediction only]; ABC-type cobalt transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224059	361	577	1.07784e-42	151.893	COG1136	LolD	 - 	 - 	ABC-type lipoprotein export system, ATPase component [Cell wall/membrane/envelope biogenesis]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#837 - >14787[]	multi-dom	224054	360	614	1.36951e-41	150.921	COG1131	CcmA	 - 	 - 	ABC-type multidrug transport system, ATPase component [Defense mechanisms]; ABC-type multidrug transport system, ATPase component [Defense mechanisms].
Q#837 - >14787[]	multi-dom	226361	358	585	1.11637e-37	141.649	COG3842	PotA	C	 - 	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components [Amino acid transport and metabolism]; ABC-type spermidine/putrescine transport systems, ATPase components [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	226359	362	583	1.67053e-37	140.858	COG3839	MalK	C	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport systems, ATPase components [Carbohydrate transport and metabolism].
Q#837 - >14787[]	multi-dom	224046	358	583	2.91828e-37	137.746	COG1121	ZnuC	 - 	 - 	ABC-type Mn2+/Zn2+ transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type Mn/Zn transport systems, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224051	360	583	1.03952e-36	135.713	COG1126	GlnQ	 - 	 - 	ABC-type polar amino acid transport system, ATPase component [Amino acid transport and metabolism]; ABC-type polar amino acid transport system, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	224041	360	571	2.03985e-36	135.377	COG1116	TauB	C	 - 	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224058	361	583	8.51127e-36	136.225	COG1135	AbcC	C	 - 	ABC-type methionine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type metal ion transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224052	357	586	7.1675e-35	131.561	COG1127	MlaF	 - 	 - 	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF [Cell wall/membrane/envelope biogenesis]; ABC-type transport system involved in resistance to organic solvents, ATPase component [Secondary metabolites biosynthesis, transport, and catabolism].
Q#837 - >14787[]	multi-dom	224045	360	582	1.21543e-34	130.761	COG1120	FepC	 - 	 - 	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component [Inorganic ion transport and metabolism, Coenzyme transport and metabolism]; ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components [Inorganic ion transport and metabolism / Coenzyme metabolism].
Q#837 - >14787[]	multi-dom	224049	359	594	2.27935e-34	129.692	COG1124	DppF	 - 	 - 	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism, Inorganic ion transport and metabolism]; ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism / Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224048	351	584	3.84505e-34	135.396	COG1123	GsiA	N	 - 	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain [Posttranslational modification, protein turnover, chaperones]; ATPase components of various ABC-type transport systems, contain duplicated ATPase [General function prediction only].
Q#837 - >14787[]	multi-dom	225438	361	575	8.03663e-34	127.331	COG2884	FtsE	 - 	 - 	ABC-type ATPase involved in cell division [Cell cycle control, cell division, chromosome partitioning]; Predicted ATPase involved in cell division [Cell division and chromosome partitioning].
Q#837 - >14787[]	multi-dom	224053	358	574	1.32148e-33	133.02	COG1129	MglA	C	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism].
Q#837 - >14787[]	multi-dom	224050	362	583	2.88501e-32	125.487	COG1125	OpuBA	C	 - 	ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type proline/glycine betaine transport systems, ATPase components [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	226967	359	583	6.71178e-32	123.09	COG4608	AppF	C	 - 	ABC-type oligopeptide transport system, ATPase component [Amino acid transport and metabolism]; ABC-type oligopeptide transport system, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	224043	376	582	4.30923e-31	122.843	COG1118	CysA	C	 - 	ABC-type sulfate/molybdate transport systems, ATPase component [Inorganic ion transport and metabolism]; ABC-type sulfate/molybdate transport systems, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224048	360	586	8.14232e-31	125.381	COG1123	GsiA	C	 - 	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain [Posttranslational modification, protein turnover, chaperones]; ATPase components of various ABC-type transport systems, contain duplicated ATPase [General function prediction only].
Q#837 - >14787[]	multi-dom	223521	366	583	3.01947e-30	119.601	COG0444	DppD	C	 - 	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism, Inorganic ion transport and metabolism]; ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component [Amino acid transport and metabolism / Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226927	361	584	4.98895e-30	117.129	COG4555	NatA	 - 	 - 	ABC-type Na+ transport system, ATPase component NatA [Energy production and conversion, Inorganic ion transport and metabolism]; ABC-type Na+ transport system, ATPase component [Energy production and conversion / Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226360	362	583	1.57963e-29	115.527	COG3840	ThiQ	 - 	 - 	ABC-type thiamine transport system, ATPase component [Coenzyme transport and metabolism]; ABC-type thiamine transport system, ATPase component [Coenzyme metabolism].
Q#837 - >14787[]	multi-dom	226643	378	586	5.20902e-29	117.866	COG4175	ProV	C	 - 	ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type proline/glycine betaine transport system, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	224042	358	583	1.56815e-28	113.019	COG1117	PstB	 - 	 - 	ABC-type phosphate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226970	374	577	4.02688e-27	108.409	COG4619	FetA	 - 	 - 	ABC-type iron transport system FetAB, ATPase component [Inorganic ion transport and metabolism]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	226647	361	576	9.10636e-27	107.487	COG4181	YbbA	 - 	 - 	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component [Secondary metabolites biosynthesis, transport and catabolism]; Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component [Secondary metabolites biosynthesis, transport, and catabolism].
Q#837 - >14787[]	multi-dom	226164	359	583	1.24099e-26	107.724	COG3638	PhnC	 - 	 - 	ABC-type phosphate/phosphonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphate/phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226364	359	584	3.19309e-26	111.097	COG3845	YufO	C	 - 	ABC-type uncharacterized transport system, ATPase component [General function prediction only]; ABC-type uncharacterized transport systems, ATPase components [General function prediction only].
Q#837 - >14787[]	multi-dom	226646	238	556	9.88033e-26	110.477	COG4178	YddA	N	 - 	ABC-type uncharacterized transport system, permease and ATPase components [General function prediction only]; ABC-type uncharacterized transport system, permease and ATPase components [General function prediction only].
Q#837 - >14787[]	multi-dom	223488	359	582	5.6015e-25	103.035	COG0411	LivG	 - 	 - 	ABC-type branched-chain amino acid transport system, ATPase component [Amino acid transport and metabolism]; ABC-type branched-chain amino acid transport systems, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	226961	359	583	5.68018e-25	102.886	COG4598	HisP	 - 	 - 	ABC-type histidine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type histidine transport system, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	226635	362	585	3.40374e-24	100.294	COG4161	ArtP	 - 	 - 	ABC-type arginine transport system, ATPase component [Amino acid transport and metabolism]; ABC-type arginine transport system, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	224044	344	574	3.82454e-24	100.849	COG1119	ModF	 - 	 - 	ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA [Inorganic ion transport and metabolism]; ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226641	377	600	5.39885e-23	101.583	COG4172	YejF	N	 - 	ABC-type microcin C transport system, duplicated ATPase component YejF [Secondary metabolites biosynthesis, transport and catabolism]; ABC-type uncharacterized transport system, duplicated ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	223562	349	582	1.06286e-22	100.788	COG0488	Uup	N	 - 	ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only]; ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only].
Q#837 - >14787[]	multi-dom	226905	365	555	3.36089e-22	95.2079	COG4525	TauB	C	 - 	ABC-type taurine transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type taurine transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226929	362	582	1.73738e-21	92.8033	COG4559	COG4559	 - 	 - 	ABC-type hemin transport system, ATPase component  [Inorganic ion transport and metabolism]; ABC-type hemin transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	223562	359	610	2.28022e-21	96.5505	COG0488	Uup	C	 - 	ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only]; ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only].
Q#837 - >14787[]	multi-dom	223487	359	529	9.39919e-21	90.2213	COG0410	LivF	C	 - 	ABC-type branched-chain amino acid transport system, ATPase component [Amino acid transport and metabolism]; ABC-type branched-chain amino acid transport systems, ATPase component [Amino acid transport and metabolism].
Q#837 - >14787[]	multi-dom	226641	358	583	1.60398e-20	93.8786	COG4172	YejF	C	 - 	ABC-type microcin C transport system, duplicated ATPase component YejF [Secondary metabolites biosynthesis, transport and catabolism]; ABC-type uncharacterized transport system, duplicated ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	226628	367	582	4.41078e-20	90.8626	COG4148	ModC	C	 - 	ABC-type molybdate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type molybdate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226968	1	576	7.32459e-20	91.7868	COG4615	PvdE	 - 	 - 	ABC-type siderophore export system, fused ATPase and permease components [Inorganic ion transport and metabolism]; ABC-type siderophore export system, fused ATPase and permease components [Secondary metabolites biosynthesis, transport, and catabolism / Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224057	368	582	1.86818e-19	86.9007	COG1134	TagH	 - 	 - 	ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism, Cell wall/membrane/envelope biogenesis]; ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism / Cell envelope biogenesis, outer membrane].
Q#837 - >14787[]	multi-dom	226637	381	583	1.05079e-18	84.8735	COG4167	SapF	 - 	 - 	ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#837 - >14787[]	multi-dom	224060	358	584	6.06393e-18	82.2506	COG1137	LptB	 - 	 - 	ABC-type lipopolysaccharide export system, ATPase component [Cell wall/membrane/envelope biogenesis]; ABC-type (unclassified) transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	226963	362	586	1.32447e-17	81.5843	COG4604	CeuD	 - 	 - 	ABC-type enterochelin transport system, ATPase component  [Inorganic ion transport and metabolism]; ABC-type enterochelin transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	224026	362	574	4.88643e-17	80.062	COG1101	PhnK	 - 	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	226620	365	530	1.07524e-15	74.8688	COG4136	YnjD	C	 - 	ABC-type uncharacterized transport system YnjBCD, ATPase component [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	224053	355	535	4.99249e-15	76.3957	COG1129	MglA	N	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism].
Q#837 - >14787[]	multi-dom	227019	360	577	5.18706e-15	73.9086	COG4674	COG4674	 - 	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; Uncharacterized ABC-type transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	226631	360	572	9.89813e-15	73.935	COG4152	YhaQ	C	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	225265	373	574	2.10532e-14	74.8782	COG2401	MK0520	N	 - 	ABC-type ATPase fused to a predicted acetyltransferase domain  [General function prediction only]; ABC-type ATPase fused to a predicted acetyltransferase domain [General function prediction only].
Q#837 - >14787[]	multi-dom	226952	380	593	4.84017e-14	72.0314	COG4586	COG4586	C	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#837 - >14787[]	multi-dom	223473	366	585	1.55945e-13	69.5296	COG0396	SufC	 - 	 - 	Fe-S cluster assembly ATPase SufC [Posttranslational modification, protein turnover, chaperones]; Cysteine desulfurase activator ATPase [Posttranslational modification, protein turnover, chaperones].
Q#837 - >14787[]	multi-dom	227118	377	537	2.15984e-13	68.6064	COG4778	PhnL	 - 	 - 	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [Inorganic ion transport and metabolism]; ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226617	370	554	4.74047e-12	64.2346	COG4133	CcmA	 - 	 - 	ABC-type transport system involved in cytochrome c biogenesis, ATPase component [Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome c biogenesis, ATPase component [Posttranslational modification, protein turnover, chaperones].
Q#837 - >14787[]	multi-dom	224166	387	560	5.81691e-11	63.8556	COG1245	Rli1	N	 - 	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains [Translation, ribosomal structure and biogenesis]; Predicted ATPase, RNase L inhibitor (RLI) homolog [General function prediction only].
Q#837 - >14787[]	multi-dom	226622	378	583	8.85018e-11	61.4015	COG4138	BtuD	 - 	 - 	ABC-type cobalamin transport system, ATPase component [Coenzyme transport and metabolism]; ABC-type cobalamin transport system, ATPase component [Coenzyme metabolism].
Q#837 - >14787[]	multi-dom	224166	388	567	1.64605e-10	62.3148	COG1245	Rli1	C	 - 	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains [Translation, ribosomal structure and biogenesis]; Predicted ATPase, RNase L inhibitor (RLI) homolog [General function prediction only].
Q#837 - >14787[]	multi-dom	226592	358	578	4.0322e-10	59.3813	COG4107	PhnK	 - 	 - 	ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#837 - >14787[]	multi-dom	226364	360	530	3.47381e-09	57.9399	COG3845	YufO	N	 - 	ABC-type uncharacterized transport system, ATPase component [General function prediction only]; ABC-type uncharacterized transport systems, ATPase components [General function prediction only].
Q#837 - >14787[]	multi-dom	226639	344	583	6.50966e-07	50.2271	COG4170	SapD	C	 - 	ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#837 - >14787[]	multi-dom	223256	476	590	1.27378e-06	50.2748	COG0178	UvrA	N	 - 	Excinuclease UvrABC ATPase subunit [Replication, recombination and repair]; Excinuclease ATPase subunit [DNA replication, recombination, and repair].
Q#837 - >14787[]	multi-dom	223256	487	586	0.00729137	37.9485	COG0178	UvrA	NC	 - 	Excinuclease UvrABC ATPase subunit [Replication, recombination and repair]; Excinuclease ATPase subunit [DNA replication, recombination, and repair].
Q#838 - >14788[]	non-specific	223401	121	145	0.0044711	37.6207	COG0324	MiaA	C	cl21455	tRNA A37 N6-isopentenylltransferase MiaA [Translation, ribosomal structure and biogenesis]; tRNA delta(2)-isopentenylpyrophosphate transferase [Translation, ribosomal structure and biogenesis].
Q#838 - >14788[]	superfamily	304359	121	145	0.0044711	37.6207	cl21455	P-loop_NTPase superfamily	C	 - 	P-loop containing Nucleoside Triphosphate Hydrolases; Members of the P-loop NTPase domain superfamily are characterized by a conserved nucleotide phosphate-binding motif, also referred to as the Walker A motif (GxxxxGK[S/T], where x is any residue), and the Walker B motif (hhhh[D/E], where h is a hydrophobic  residue). The Walker A and B motifs bind the beta-gamma phosphate moiety of the bound nucleotide (typically ATP or GTP) and the Mg2+ cation, respectively. The P-loop NTPases are involved in diverse cellular functions, and they can be divided into two major structural classes: the KG (kinase-GTPase) class which includes Ras-like GTPases and its circularly permutated YlqF-like; and the ASCE (additional strand catalytic E) class which includes ATPase Binding Cassette (ABC), DExD/H-like helicases, 4Fe-4S iron sulfur cluster binding proteins of NifH family, RecA-like F1-ATPases, and ATPases Associated with a wide variety of Activities (AAA). Also included are a diverse set of nucleotide/nucleoside kinase families.
Q#838 - >14788[]	multi-dom	224140	11	425	0	730.941	COG1219	ClpX	 - 	 - 	ATP-dependent protease Clp, ATPase subunit [Posttranslational modification, protein turnover, chaperones]; ATP-dependent protease Clp, ATPase subunit [Posttranslational modification, protein turnover, chaperones].
Q#838 - >14788[]	multi-dom	224141	64	408	5.2127e-51	176.685	COG1220	HslU	 - 	 - 	ATP-dependent protease HslVU (ClpYQ), ATPase subunit [Posttranslational modification, protein turnover, chaperones]; ATP-dependent protease HslVU (ClpYQ), ATPase subunit [Posttranslational modification, protein turnover, chaperones].
Q#838 - >14788[]	multi-dom	223616	71	403	2.12914e-13	70.7714	COG0542	ClpA	N	 - 	ATP-dependent Clp protease ATP-binding subunit ClpA [Posttranslational modification, protein turnover, chaperones]; ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones [Posttranslational modification, protein turnover, chaperones].
Q#838 - >14788[]	multi-dom	224144	47	225	2.14007e-10	60.5964	COG1223	COG1223	NC	 - 	Predicted ATPase, AAA+ superfamily [General function prediction only]; Predicted ATPase (AAA+ superfamily) [General function prediction only].
Q#838 - >14788[]	multi-dom	223540	42	223	5.9429e-09	56.3704	COG0464	SpoVK	NC	 - 	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family [Cell wall/membrane/envelope biogenesis, Cell cycle control, cell division, chromosome partitioning, Signal transduction mechanisms]; ATPases of the AAA+ class [Posttranslational modification, protein turnover, chaperones].
Q#838 - >14788[]	multi-dom	223786	52	248	8.16121e-09	55.5194	COG0714	MoxR	C	 - 	MoxR-like ATPase [General function prediction only]; MoxR-like ATPases [General function prediction only].
Q#838 - >14788[]	multi-dom	225165	125	225	0.000223127	41.8362	COG2256	RarA	C	 - 	Replication-associated recombination protein RarA (DNA-dependent ATPase) [Replication, recombination and repair]; ATPase related to the helicase subunit of the Holliday junction resolvase [DNA replication, recombination, and repair].
Q#838 - >14788[]	multi-dom	225822	121	237	0.00466294	37.7254	COG3284	AcoR	NC	 - 	Transcriptional regulator of acetoin/glycerol metabolism [Transcription]; Transcriptional activator of acetoin/glycerol metabolism [Secondary metabolites biosynthesis, transport, and catabolism / Transcription].
Q#839 - >14789[]	multi-dom	223587	39	582	1.69186e-171	497.776	COG0513	SrmB	 - 	 - 	Superfamily II DNA and RNA helicase [Replication, recombination and repair]; Superfamily II DNA and RNA helicases [DNA replication, recombination, and repair / Transcription / Translation, ribosomal structure and biogenesis].
Q#839 - >14789[]	multi-dom	223588	76	445	7.69293e-22	98.5223	COG0514	RecQ	C	 - 	Superfamily II DNA helicase RecQ [Replication, recombination and repair]; Superfamily II DNA helicase [DNA replication, recombination, and repair].
Q#839 - >14789[]	multi-dom	224126	77	441	4.15822e-16	80.9139	COG1205	YprA	C	 - 	ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain [Replication, recombination and repair]; Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster [General function prediction only].
Q#839 - >14789[]	multi-dom	224122	73	413	9.23239e-12	66.9001	COG1201	Lhr	C	 - 	Lhr-like helicase [Replication, recombination and repair]; Lhr-like helicases [General function prediction only].
Q#839 - >14789[]	multi-dom	224123	71	411	1.6679e-11	65.9594	COG1202	COG1202	NC	 - 	Superfamily II helicase, archaea-specific [Replication, recombination and repair]; Superfamily II helicase, archaea-specific [General function prediction only].
Q#839 - >14789[]	multi-dom	224125	91	441	4.05747e-10	61.6289	COG1204	BRR2	C	 - 	Replicative superfamily II helicase [Replication, recombination and repair]; Superfamily II helicase [General function prediction only].
Q#839 - >14789[]	multi-dom	224036	293	422	1.75106e-09	59.2764	COG1111	MPH1	N	 - 	ERCC4-related helicase [Replication, recombination and repair]; ERCC4-like helicases [DNA replication, recombination, and repair].
Q#839 - >14789[]	multi-dom	223989	110	431	1.27018e-08	56.2939	COG1061	SSL2	 - 	 - 	Superfamily II DNA or RNA helicase [Transcription, Replication, recombination and repair]; DNA or RNA helicases of superfamily II [Transcription / DNA replication, recombination, and repair].
Q#839 - >14789[]	multi-dom	224035	109	454	1.57037e-08	56.6237	COG1110	TopG2	C	 - 	Reverse gyrase  [Replication, recombination and repair]; Reverse gyrase [DNA replication, recombination, and repair].
Q#839 - >14789[]	multi-dom	224124	90	475	2.94103e-05	45.9127	COG1203	Cas3	N	 - 	CRISPR/Cas system-associated endonuclease/helicase Cas3 [Defense mechanisms]; CRISPR-associated helicase Cas3 [Defense mechanisms].
Q#839 - >14789[]	multi-dom	226583	289	420	3.60059e-05	45.1495	COG4098	comFA	N	 - 	Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein)  [Replication, recombination and repair]; Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein) [DNA replication, recombination, and repair].
Q#840 - >14790[]	multi-dom	227766	155	210	9.29442e-07	47.1021	COG5479	Psp3	NC	 - 	Uncharacterized conserved protein, contains LGFP repeats [Function unknown]; Uncharacterized protein potentially involved in peptidoglycan biosynthesis [Cell envelope biogenesis, outer membrane].
Q#841 - >14791[]	non-specific	224692	161	255	2.87719e-07	48.0416	COG1778	KdsC	N	cl21460	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases [Cell wall/membrane/envelope biogenesis, General function prediction only]; Low specificity phosphatase (HAD superfamily) [General function prediction only].
Q#841 - >14791[]	superfamily	304363	161	255	2.87719e-07	48.0416	cl21460	HAD_like superfamily	N	 - 	Haloacid Dehalogenase-like Hydrolases; The haloacid dehalogenase (HAD) superfamily includes carbon and phosphorus hydrolases such as 2-haloalkonoate dehalogenase, epoxide hydrolase, phosphoserine phosphatase, phosphomannomutase, phosphoglycolate phosphatase, P-type ATPase, among others. These proteins catalyze nucleophilic substitution reactions at phosphorus or carbon centers, using a conserved Asp carboxylate in covalent catalysis. All members possess a conserve alpha/beta core domain, and many also possess a small cap domain, with varying folds and functions.
Q#841 - >14791[]	non-specific	223634	119	259	5.52532e-05	41.891	COG0560	SerB	N	cl21460	Phosphoserine phosphatase [Amino acid transport and metabolism]; Phosphoserine phosphatase [Amino acid transport and metabolism].
Q#841 - >14791[]	multi-dom	223635	1	262	2.54671e-56	180.3	COG0561	Cof	 - 	 - 	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases [Coenzyme transport and metabolism, General function prediction only]; Predicted hydrolases of the HAD superfamily [General function prediction only].
Q#841 - >14791[]	multi-dom	226292	3	72	0.000109105	41.3725	COG3769	YedP	C	 - 	Predicted mannosyl-3-phosphoglycerate phosphatase, HAD superfamily [Carbohydrate transport and metabolism]; Predicted hydrolase (HAD superfamily) [General function prediction only].
Q#842 - >14792[]	multi-dom	223810	46	235	2.61306e-33	120.281	COG0739	NlpD	N	 - 	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain [Cell wall/membrane/envelope biogenesis]; Membrane proteins related to metalloendopeptidases [Cell envelope biogenesis, outer membrane].
Q#842 - >14792[]	multi-dom	227278	115	230	2.22634e-19	84.7736	COG4942	EnvC	N	 - 	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB [Cell cycle control, cell division, chromosome partitioning]; Membrane-bound metallopeptidase [Cell division and chromosome partitioning].
Q#843 - >14793[]	specific	223848	1	222	2.42353e-86	266.486	COG0777	AccD	 - 	cl23717	Acetyl-CoA carboxylase beta subunit [Lipid transport and metabolism]; Acetyl-CoA carboxylase beta subunit [Lipid metabolism].
Q#843 - >14793[]	superfamily	304874	1	222	2.42353e-86	266.486	cl23717	crotonase-like superfamily	 - 	 - 	Crotonase/Enoyl-Coenzyme A (CoA) hydratase superfamily. This superfamily contains a diverse set of enzymes including enoyl-CoA hydratase, napthoate synthase, methylmalonyl-CoA decarboxylase, 3-hydoxybutyryl-CoA dehydratase, and dienoyl-CoA isomerase. Many of these play important roles in fatty acid metabolism. In addition to a conserved structural core and the formation of trimers (or dimers of trimers), a common feature in this superfamily is the stabilization of an enolate anion intermediate derived from an acyl-CoA substrate. This is accomplished by two conserved backbone NH groups in active sites that form an oxyanion hole.
